CODIGO_OFICINA;IDCLIENTE_ESTABLECIMIENTO;CODIGO DANE;ID_MUNICIPIO;NOMBRE_OFICINA;NOMBRE MUNICIPIO;IDMUN_ACT_ECONOMICA;ID_PUC;CODIGO CUENTA;IDTIPO_CALCULO;Tipo de Calculo (Ley/Municipal);ESTADO;ID_ESTADO
2600;2226;88001;145;COORDINACION DE OPERACIONES;SAN ANDRES;121;2;4102020015;2;MUNICIPIO;ACTIVO;1
2620;2227;88001;145;COORDINACION DE OPERACIONES SUC SAN ANDRES;SAN ANDRES;121;2;4102020015;2;MUNICIPIO;ACTIVO;1
2640;2228;88001;145;COORDINACION GESTION HUMANA Y CAPACITACION SUC SAN ANDRES;SAN ANDRES;121;2;4102020015;2;MUNICIPIO;ACTIVO;1
2610;2229;88001;145;GERENCIA SUCURSAL SAN ANDRES;SAN ANDRES;121;2;4102020015;2;MUNICIPIO;ACTIVO;1
2660;2230;88001;145;OFICINA SAN ANDRES;SAN ANDRES;121;2;4102020015;2;MUNICIPIO;ACTIVO;1
2612;2231;88001;145;PPTO OFICINA NUEVAS 2010 SAN;SAN ANDRES;121;2;4102020015;2;MUNICIPIO;ACTIVO;1
2616;2232;88001;145;CANAL ALTER SAN ANDR;SAN ANDRES;121;2;4102020015;2;MUNICIPIO;ACTIVO;1
2621;2233;88001;145;AREA DE CARTERA;SAN ANDRES;121;2;4102020015;2;MUNICIPIO;ACTIVO;1
2627;2234;88001;145;MARCO FIDEL SUAREZ;SAN ANDRES;121;2;4102020015;2;MUNICIPIO;ACTIVO;1
2630;2235;88001;145;AREA DE CREDITO;SAN ANDRES;121;2;4102020015;2;MUNICIPIO;ACTIVO;1
2631;2236;88001;145;F E VIVIE SUC SANAN;SAN ANDRES;121;2;4102020015;2;MUNICIPIO;ACTIVO;1
2632;2237;88001;145;BPO VIVIENDA SAN AND;SAN ANDRES;121;2;4102020015;2;MUNICIPIO;ACTIVO;1
2633;2238;88001;145;OFICINA VIRTUAL SAN ANDRES;SAN ANDRES;121;2;4102020015;2;MUNICIPIO;ACTIVO;1
2645;2239;88001;145;DAVIPORTATIL SAN ANDRES;SAN ANDRES;121;2;4102020015;2;MUNICIPIO;ACTIVO;1
2650;2240;88001;145;CENTRO DE OPERA SAN ADRES;SAN ANDRES;121;2;4102020015;2;MUNICIPIO;ACTIVO;1
2661;2241;88001;145;SAN ANDRES PUENTE;SAN ANDRES;121;2;4102020015;2;MUNICIPIO;ACTIVO;1
2662;2242;88001;145;GB SAN ANDRES ISLAS;SAN ANDRES;121;2;4102020015;2;MUNICIPIO;ACTIVO;1
2663;2243;88001;145;GB CENTRO EFEC;SAN ANDRES;121;2;4102020015;2;MUNICIPIO;ACTIVO;1
2664;2244;88001;145;CENTR DE EFEC SAN AN;SAN ANDRES;121;2;4102020015;2;MUNICIPIO;ACTIVO;1
2665;2245;88001;145;CENT REC PAGO SAN AN;SAN ANDRES;121;2;4102020015;2;MUNICIPIO;ACTIVO;1
2670;2246;88001;145;SERRANA;SAN ANDRES;121;2;4102020015;2;MUNICIPIO;ACTIVO;1
2671;2247;88001;145;BS CTRO OPE SAN ANDR;SAN ANDRES;121;2;4102020015;2;MUNICIPIO;ACTIVO;1
2695;2248;88001;145;CENTRO EFEC SAN ANDR;SAN ANDRES;121;2;4102020015;2;MUNICIPIO;ACTIVO;1
2699;2249;88001;145;ADMON CAJERO REMOTOS;SAN ANDRES;121;2;4102020015;2;MUNICIPIO;ACTIVO;1
5700;2250;11001;169;GER REGIONAL CORP;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5704;2251;11001;169;GER REG CORP BOGOTA1;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5705;2252;11001;169;GER REG CORP ANTIOQU;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5706;2253;11001;169;GER REG CORP VALLE;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5707;2254;11001;169;GER REG CORP COSTA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5708;2255;11001;169;GER REG CORP BTA2;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5709;2256;11001;169;GER REG CORP BANCA O;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5711;2257;11001;169;GER REG CORP BANCA I;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5712;2258;11001;169;DIR DE ESTRUCTURACIO;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5713;2259;11001;169;GER REG CORP DE CASH;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5800;2260;11001;169;PRINCIPAL MIAMI;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5830;2261;11001;169;MIAMI CONVERSION IFRS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5860;2262;11001;169;MIAMI PRINCIPAL;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5871;2263;11001;169;GTOS PAG EN COLOMB;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5890;2264;11001;169;OFICINA HOMOGEN MIAMI;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5900;2265;11001;169;OFICINA ESPEC GRANBANCO;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5901;2266;11001;169;OFICINA CENTRALIZ GRANBA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
2002;2267;11001;169;ASISTENCIA VICEPRESIDENCIA RIESGO OPERATIVO;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
2202;2268;11001;169;ASISTENCIA VICEPRESIDENCIA RIESGO OPERATIVO;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5230;2269;11001;169;CENTRO DE ORIENTACION FAMILIAR;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
8321;2270;11001;169;CENTRO DE SERVICIOS COMPARTIDOS PIPOL;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5246;2271;11001;169;CENTRO MEDICO BAVARIA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9292;2272;11001;169;CEO DAVIPLATA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
8100;2273;11001;169;COBRANZAS SIGMA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9316;2274;11001;169;COORDINACION ADMINISTRATIVA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9715;2275;11001;169;COORDINACION CENTRO DE OPERACIONES BOGOTA DIA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9724;2276;11001;169;COORDINACION CONTROL DE FACT;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9810;2277;11001;169;COORDINACION CREDITO CARTERA Y COBRANZAS SUC VILLAVICENCIO;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
8065;2278;11001;169;COORDINACION CUADRE CONTABLE MONEDA EXTRANJERA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
2900;2279;11001;169;COORDINACION DE ACTIVACION DE SERVICIOS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9328;2280;11001;169;COORDINACION DE CREDITO;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5301;2281;11001;169;COORDINACION DE CREDITO CARTERA Y COBRANZAS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9723;2282;11001;169;COORDINACION DE DISTRIBUCION;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
2043;2283;11001;169;COORDINACION DE GESTION DE IDENTIDADES;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5221;2284;11001;169;COORDINACION DE GESTION HUMANA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
8084;2285;11001;169;COORDINACION DE GESTION HUMANA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5602;2286;11001;169;COORDINACION DE NEGOCIOS VALLEDUPAR;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9770;2287;11001;169;COORDINACION DE OPERACIONES APIS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9447;2288;11001;169;COORDINACION DE OPERACIONES DE CARTERA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9441;2289;11001;169;COORDINACION DE OPERACIONES DE DESEMBOLSO PYME;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
2320;2290;11001;169;COORDINACION DE OPERACIONES SUC GUAJIRA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
1085;2291;11001;169;COORDINACION DE SERVICIO GARANTIAS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
8070;2292;11001;169;COORDINACION INGRESOS POR SERVICIOS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
1083;2293;11001;169;COORDINACION INTERBANCARIA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
1080;2294;11001;169;COORDINACION OPERACIONES DE COMUNICACION CON EL CLIENTE MEDIOS FISICOS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
8272;2295;11001;169;COORDINACION REGIONAL DE COBRANZA PYME Y AGROPECUARIA COSTA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9443;2296;11001;169;COORDINACION REGIONAL DE NORMALIZACION PERSONA JURIDICA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
8088;2297;11001;169;COORDINACION REMESAS FAMILIARES Y MONTOS INFERIORES;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
8106;2298;11001;169;COORDINACION REMESAS FAMILIARES Y MONTOS INFERIORES;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5435;2299;11001;169;COORDINACION SOPORTE A COMERCIOS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5432;2300;11001;169;DEPARAMENTO ANALITICA TRANSACCIONAL Y DE CANALES;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5247;2301;11001;169;DEPARTAMENTO ADMINISTRACION DE PERSONAL;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5625;2302;11001;169;DEPARTAMENTO ADMINISTRACION DE RIESGOS DE TERCEROS Y ALIADOS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9029;2303;11001;169;DEPARTAMENTO ADMINISTRATIVO RRHH INTERNACIONAL;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9429;2304;11001;169;DEPARTAMENTO ALIANZAS Y PROVEEDORES;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9312;2305;11001;169;DEPARTAMENTO ANALISIS DE INFORMACION DE COBRANZA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
4022;2306;11001;169;DEPARTAMENTO ANALISIS DE RIESGO CORPORATIVO Y EMPRESARIAL;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9503;2307;11001;169;DEPARTAMENTO ANALISIS DE RIESGO MEDIOS DE PAGO;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9424;2308;11001;169;DEPARTAMENTO ANALISIS DE RIESGO PERSONAS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9438;2309;11001;169;DEPARTAMENTO ANALISIS DE RIESGO PYME;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5030;2310;11001;169;DEPARTAMENTO ANALITICA DATA NO ESTRUCTURADA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9665;2311;11001;169;DEPARTAMENTO ANALITICA DE CLIENTES PASIVO Y PATRIMONIAL;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
6005;2312;11001;169;DEPARTAMENTO ANALITICA Y GESTION DE INFORMACION DE RIESGO;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9459;2313;11001;169;DEPARTAMENTO ARQUITECTURA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
8068;2314;11001;169;DEPARTAMENTO ARQUITECTURA APLICATIVOS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
2153;2315;11001;169;DEPARTAMENTO ARQUITECTURA DE PROCESOS CAM;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
2024;2316;11001;169;DEPARTAMENTO ARQUITECTURA INFORMACION;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
2169;2317;11001;169;DEPARTAMENTO ARQUITECTURA Y EFICIENCIA EN PROCESOS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9713;2318;11001;169;DEPARTAMENTO ASEGURAMIENTO DE SERVICIO;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
8006;2319;11001;169;DEPARTAMENTO AUDITORIA DE LA ESTRATEGIA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9120;2320;11001;169;DEPARTAMENTO AUDITORIA DE TI Y CIBERSEGURIDAD;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9122;2321;11001;169;DEPARTAMENTO AUDITORIA ESPECIAL DE CONDUCTAS LABORALES;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9108;2322;11001;169;DEPARTAMENTO AUDITORIA FINANCIERA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9110;2323;11001;169;DEPARTAMENTO AUDITORIA OPERATIVA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
2124;2324;11001;169;DEPARTAMENTO BANCA PERSONAL DE GESTION DE LA DEMANDA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
2236;2325;11001;169;DEPARTAMENTO CALIDAD DE SERVICIOS DE TI;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9882;2326;11001;169;DEPARTAMENTO CANALES Y CONTROL BANCA PATRIMONIAL;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
2147;2327;11001;169;DEPARTAMENTO CAPACITY PLANNING;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
2067;2328;11001;169;DEPARTAMENTO CERTIFICACION DE SOLUCION TECNICA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
2083;2329;11001;169;DEPARTAMENTO CERTIFICACION DE SOLUCION TECNICA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
2135;2330;11001;169;DEPARTAMENTO CERTIFICACION DE SOLUCION TECNICA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5675;2331;11001;169;DEPARTAMENTO CICLO DE NEGOCIO DE BANCASEGUROS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9711;2332;11001;169;DEPARTAMENTO CIRCULOS DE LOGISTICA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5648;2333;11001;169;DEPARTAMENTO COMERCIAL CANALES FISICOS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5623;2334;11001;169;DEPARTAMENTO COMERCIAL DAVIPLATA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9329;2335;11001;169;DEPARTAMENTO COMERCIAL DE COBRANZA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5614;2336;11001;169;DEPARTAMENTO COMERCIAL DE REPRESTEO UNEN;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9611;2337;11001;169;DEPARTAMENTO COMERCIAL FIDUCIA PUBLICA Y PRIVADA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
6536;2338;11001;169;DEPARTAMENTO COMERCIAL FILIALES;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
6538;2339;11001;169;DEPARTAMENTO COMERCIAL PREMIUM;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5401;2340;11001;169;DEPARTAMENTO COMPRAS CAM;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9621;2341;11001;169;DEPARTAMENTO COMPRAS CAM;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9620;2342;11001;169;DEPARTAMENTO COMPRAS MERCADEO TH Y ADMINISTRATIVO;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9619;2343;11001;169;DEPARTAMENTO COMPRAS OPERACION;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9618;2344;11001;169;DEPARTAMENTO COMPRAS TI;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5053;2345;11001;169;DEPARTAMENTO COMUNICACIONES COMERCIALES;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9412;2346;11001;169;DEPARTAMENTO CONTABILIDAD CORPORATIVA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9442;2347;11001;169;DEPARTAMENTO CONTROL CONTABLE Y ANALISIS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
8267;2348;11001;169;DEPARTAMENTO CONTROL DE GESTION DE VICEPREPESIDENCIA EJECUTIVA DE MEDIOS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9406;2349;11001;169;DEPARTAMENTO CONTROL DE RIESGO TECNOLOGICO;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9405;2350;11001;169;DEPARTAMENTO CONTROL DE RIESGO TRANSACCIONAL;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
8157;2351;11001;169;DEPARTAMENTO CREDITO AGROPECUARIO;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
4112;2352;11001;169;DEPARTAMENTO CREDITO EMPRESARIAL;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
4113;2353;11001;169;DEPARTAMENTO CREDITO INFRAESTRUCTURA Y PROYECTOS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
8164;2354;11001;169;DEPARTAMENTO CREDITO PYME;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
2001;2355;11001;169;DEPARTAMENTO DE ALIANZAS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
6520;2356;11001;169;DEPARTAMENTO DE ANALISIS DE MERCADO;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
1074;2357;11001;169;DEPARTAMENTO DE ANALITICA COMERCIAL BANCA CORPORATIVA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9698;2358;11001;169;DEPARTAMENTO DE ANALITICA DE CLIENTES;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5114;2359;11001;169;DEPARTAMENTO DE BIENESTAR;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5237;2360;11001;169;DEPARTAMENTO DE BIENESTAR;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9692;2361;11001;169;DEPARTAMENTO DE CAPTACION;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9750;2362;11001;169;DEPARTAMENTO DE CICLO DE NEGOCIO TARJETAS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5205;2363;11001;169;DEPARTAMENTO DE COMPENSACION Y BENEFICIOS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5260;2364;11001;169;DEPARTAMENTO DE COMUNICACIONES INTERNAS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
4102;2365;11001;169;DEPARTAMENTO DE CONTRATISTAS EMPRESARIAL Y PYME;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5412;2366;11001;169;DEPARTAMENTO DE CREDITO DE CONSUMO;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
8159;2367;11001;169;DEPARTAMENTO DE CREDITO EMPRESARIAL BOGOTA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
4103;2368;11001;169;DEPARTAMENTO DE CREDITO EMPRESARIAL SUCURSALES;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9718;2369;11001;169;DEPARTAMENTO DE CREDITO LEASING;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
4104;2370;11001;169;DEPARTAMENTO DE CREDITO PYME AMPLIADO;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
4110;2371;11001;169;DEPARTAMENTO DE CREDITO PYME AMPLIADO;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
2168;2372;11001;169;DEPARTAMENTO DE CUADRE CONTABLE PASIVO;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9036;2373;11001;169;DEPARTAMENTO DE CUMPLIMIENTO CORREDORES;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5626;2374;11001;169;DEPARTAMENTO DE CUMPLIMIENTO FIDUCIARIA DAVIVIENDA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5209;2375;11001;169;DEPARTAMENTO DE DATA Y ANALITICA DE TALENTO HUMANO;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
2081;2376;11001;169;DEPARTAMENTO DE DISPONIBILIDAD DE CANALES;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9813;2377;11001;169;DEPARTAMENTO DE EVALUACION DE CREDITO CON GARANTIAS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5250;2378;11001;169;DEPARTAMENTO DE GESTION DE ETICA Y TRANSPARENCIA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5037;2379;11001;169;DEPARTAMENTO DE GESTION DE MERCADEO Y PATROCINIOS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
2155;2380;11001;169;DEPARTAMENTO DE GESTION DE PORTAFOLIOS Y TRANSFORMACION;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9727;2381;11001;169;DEPARTAMENTO DE GESTION DE SERVICIO BANCA PATRIMONIAL;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
8222;2382;11001;169;DEPARTAMENTO DE GESTION Y EFICIENCIA COMERCIAL BANCA CORPORATIVA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9413;2383;11001;169;DEPARTAMENTO DE IMPUESTOS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
2092;2384;11001;169;DEPARTAMENTO DE INNOVACION QA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5510;2385;11001;169;DEPARTAMENTO DE LINEA DE NEGOCIOS BANCA SEGUROS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5033;2386;11001;169;DEPARTAMENTO DE MARCA Y PUBLICIDAD;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5047;2387;11001;169;DEPARTAMENTO DE MERCADEO ESTRATEGICO;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
4025;2388;11001;169;DEPARTAMENTO DE NORMALIZACION CORPORATIVA Y EMPRESARIAL;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
4024;2389;11001;169;DEPARTAMENTO DE NORMALIZACION PYME Y AGROPECUARIO;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9803;2390;11001;169;DEPARTAMENTO DE OFERTA DIGITAL;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5405;2391;11001;169;DEPARTAMENTO DE OPERACIONES DAVIPLATA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9729;2392;11001;169;DEPARTAMENTO DE OPERACIONES DE TESORERIA FIDUCIARIA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9806;2393;11001;169;DEPARTAMENTO DE OPERACIONES FILIALES INTERNACIONALES;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
8155;2394;11001;169;DEPARTAMENTO DE OPERACIONES Y LOGISTICA DE CREDITO;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5676;2395;11001;169;DEPARTAMENTO DE OPERACIONES Y SERVICIO ALIANZA RAPPI;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9772;2396;11001;169;DEPARTAMENTO DE PAGADURIA FIDUCIARIA;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
8261;2397;11001;169;DEPARTAMENTO DE PERFECCIONAMIENTO VEHICULO;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9061;2398;11001;169;DEPARTAMENTO DE PROCESAMIENTO DE MODELOS RIESGO SARLAFT;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
2152;2399;11001;169;DEPARTAMENTO DE PROCESOS BANCO Y FILIALES;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9026;2400;11001;169;DEPARTAMENTO DE PROCESOS INTERNACIONALES;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
9027;2401;11001;169;DEPARTAMENTO DE PROCESOS INTERNACIONALES;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
5450;2402;11001;169;DEPARTAMENTO DE PRODUCTO TARJETAS CREDITO Y DEBITO;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
1077;2403;11001;169;DEPARTAMENTO DE PRODUCTOS Y CANALES DIGITALES;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
2158;2404;11001;169;DEPARTAMENTO DE PROYECTOS BANCA EMPRESAS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
2225;2405;11001;169;DEPARTAMENTO DE PROYECTOS BANCA PERSONAS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
2157;2406;11001;169;DEPARTAMENTO DE PROYECTOS FINANCIEROS Y OPERACIONES;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
2052;2407;11001;169;DEPARTAMENTO DE PROYECTOS TI TRANSFORMACION PLATAFORMA CDTS;BOGOTA DC;270;2;4102020015;2;MUNICIPIO;ACTIVO;1
